file,instance,num_jobs,num_machines,solver,time_limit,result_status,result_objective,result_runtime,upper_bound,lower_bound
./data/flowshop_tai50_10.txt,0,50,10,cpoptimizer,300,1,666,0.047243595123291016,3025,2907
./data/flowshop_tai50_10.txt,1,50,10,cpoptimizer,300,1,667,0.04955244064331055,2892,2821
./data/flowshop_tai50_10.txt,2,50,10,cpoptimizer,300,1,711,0.06461453437805176,2864,2801
./data/flowshop_tai50_10.txt,3,50,10,cpoptimizer,300,1,816,0.05664491653442383,3064,2968
./data/flowshop_tai50_10.txt,4,50,10,cpoptimizer,300,1,677,0.053502798080444336,2986,2908
./data/flowshop_tai50_10.txt,5,50,10,cpoptimizer,300,1,688,0.057010650634765625,3006,2941
./data/flowshop_tai50_10.txt,6,50,10,cpoptimizer,300,1,743,0.06084704399108887,3107,3062
./data/flowshop_tai50_10.txt,7,50,10,cpoptimizer,300,1,685,0.057561635971069336,3039,2959
./data/flowshop_tai50_10.txt,8,50,10,cpoptimizer,300,1,712,0.05735182762145996,2902,2795
./data/flowshop_tai50_10.txt,9,50,10,cpoptimizer,300,1,777,0.07356834411621094,3091,3046
./data/flowshop_tai100_5.txt,0,100,5,cpoptimizer,300,1,392,0.06591796875,5493,5437
./data/flowshop_tai100_5.txt,1,100,5,cpoptimizer,300,1,403,0.07022643089294434,5268,5208
./data/flowshop_tai100_5.txt,2,100,5,cpoptimizer,300,1,387,0.07005572319030762,5175,5130
./data/flowshop_tai100_5.txt,3,100,5,cpoptimizer,300,1,401,0.057616233825683594,5014,4963
./data/flowshop_tai100_5.txt,4,100,5,cpoptimizer,300,1,401,0.063079833984375,5250,5195
./data/flowshop_tai100_5.txt,5,100,5,cpoptimizer,300,1,400,0.06541872024536133,5135,5063
./data/flowshop_tai100_5.txt,6,100,5,cpoptimizer,300,1,373,0.09805130958557129,5246,5198
./data/flowshop_tai100_5.txt,7,100,5,cpoptimizer,300,1,368,0.05970597267150879,5106,5038
./data/flowshop_tai100_5.txt,8,100,5,cpoptimizer,300,1,381,0.06620359420776367,5454,5385
./data/flowshop_tai100_5.txt,9,100,5,cpoptimizer,300,1,411,0.05884075164794922,5328,5272
./data/flowshop_tai20_5.txt,0,20,5,cpoptimizer,300,1,353,0.02950263023376465,1278,1232
./data/flowshop_tai20_5.txt,1,20,5,cpoptimizer,300,1,348,0.03717494010925293,1359,1290
./data/flowshop_tai20_5.txt,2,20,5,cpoptimizer,300,1,360,0.03391671180725098,1081,1073
./data/flowshop_tai20_5.txt,3,20,5,cpoptimizer,300,1,384,0.037473440170288086,1293,1268
./data/flowshop_tai20_5.txt,4,20,5,cpoptimizer,300,1,366,0.03308582305908203,1236,1198
./data/flowshop_tai20_5.txt,5,20,5,cpoptimizer,300,1,352,0.03933382034301758,1195,1180
./data/flowshop_tai20_5.txt,6,20,5,cpoptimizer,300,1,430,0.0312039852142334,1239,1226
./data/flowshop_tai20_5.txt,7,20,5,cpoptimizer,300,1,383,0.029737234115600586,1206,1170
./data/flowshop_tai20_5.txt,8,20,5,cpoptimizer,300,1,344,0.035481929779052734,1230,1206
./data/flowshop_tai20_5.txt,9,20,5,cpoptimizer,300,1,332,0.03633618354797363,1108,1082
./data/flowshop_tai20_20.txt,0,20,20,cpoptimizer,300,1,1237,0.04983258247375488,2297,1911
./data/flowshop_tai20_20.txt,1,20,20,cpoptimizer,300,1,1191,0.037023305892944336,2100,1711
./data/flowshop_tai20_20.txt,2,20,20,cpoptimizer,300,1,1320,0.05324077606201172,2326,1844
./data/flowshop_tai20_20.txt,3,20,20,cpoptimizer,300,1,1238,0.042600154876708984,2223,1810
./data/flowshop_tai20_20.txt,4,20,20,cpoptimizer,300,1,1253,0.05552339553833008,2291,1899
./data/flowshop_tai20_20.txt,5,20,20,cpoptimizer,300,1,1256,0.050887107849121094,2226,1875
./data/flowshop_tai20_20.txt,6,20,20,cpoptimizer,300,1,1232,0.04222869873046875,2273,1875
./data/flowshop_tai20_20.txt,7,20,20,cpoptimizer,300,1,1227,0.04694652557373047,2200,1880
./data/flowshop_tai20_20.txt,8,20,20,cpoptimizer,300,1,1240,0.05645251274108887,2237,1840
./data/flowshop_tai20_20.txt,9,20,20,cpoptimizer,300,1,1131,0.04372715950012207,2178,1900
./data/flowshop_tai20_10.txt,0,20,10,cpoptimizer,300,1,657,0.036590576171875,1582,1448
./data/flowshop_tai20_10.txt,1,20,10,cpoptimizer,300,1,666,0.04326367378234863,1659,1479
./data/flowshop_tai20_10.txt,2,20,10,cpoptimizer,300,1,635,0.04654979705810547,1496,1407
./data/flowshop_tai20_10.txt,3,20,10,cpoptimizer,300,1,586,0.03866386413574219,1378,1308
./data/flowshop_tai20_10.txt,4,20,10,cpoptimizer,300,1,610,0.0364382266998291,1419,1325
./data/flowshop_tai20_10.txt,5,20,10,cpoptimizer,300,1,582,0.04132366180419922,1397,1290
./data/flowshop_tai20_10.txt,6,20,10,cpoptimizer,300,1,671,0.0392916202545166,1484,1388
./data/flowshop_tai20_10.txt,7,20,10,cpoptimizer,300,1,692,0.030890464782714844,1538,1363
./data/flowshop_tai20_10.txt,8,20,10,cpoptimizer,300,1,702,0.037397146224975586,1593,1472
./data/flowshop_tai20_10.txt,9,20,10,cpoptimizer,300,1,707,0.02959752082824707,1591,1356
./data/openshop_tai5_5.txt,0,5,5,cpoptimizer,300,1,341,0.03381991386413574,300,295
./data/openshop_tai5_5.txt,1,5,5,cpoptimizer,300,1,276,0.04895806312561035,262,255
./data/openshop_tai5_5.txt,2,5,5,cpoptimizer,300,1,359,0.03490614891052246,328,321
./data/openshop_tai5_5.txt,3,5,5,cpoptimizer,300,1,319,0.06951618194580078,310,306
./data/openshop_tai5_5.txt,4,5,5,cpoptimizer,300,1,367,0.03325319290161133,329,321
./data/openshop_tai5_5.txt,5,5,5,cpoptimizer,300,1,312,0.254194974899292,312,307
./data/openshop_tai5_5.txt,6,5,5,cpoptimizer,300,1,362,0.03318452835083008,305,298
./data/openshop_tai5_5.txt,7,5,5,cpoptimizer,300,1,350,0.032361745834350586,300,292
./data/openshop_tai5_5.txt,8,5,5,cpoptimizer,300,1,364,0.044344186782836914,353,349
./data/openshop_tai5_5.txt,9,5,5,cpoptimizer,300,1,409,0.031907081604003906,326,321
./data/openshop_tai15_15.txt,0,15,15,cpoptimizer,300,1,924,0.15826177597045898,956,937
./data/openshop_tai15_15.txt,1,15,15,cpoptimizer,300,1,964,0.10060262680053711,957,918
./data/openshop_tai15_15.txt,2,15,15,cpoptimizer,300,1,905,0.17499709129333496,899,871
./data/openshop_tai15_15.txt,3,15,15,cpoptimizer,300,1,1047,0.08264899253845215,946,934
./data/openshop_tai15_15.txt,4,15,15,cpoptimizer,300,1,920,0.9220855236053467,992,946
./data/openshop_tai15_15.txt,5,15,15,cpoptimizer,300,1,954,0.17260122299194336,959,933
./data/openshop_tai15_15.txt,6,15,15,cpoptimizer,300,1,931,0.17361831665039062,931,891
./data/openshop_tai15_15.txt,7,15,15,cpoptimizer,300,1,893,0.169846773147583,916,893
./data/openshop_tai15_15.txt,8,15,15,cpoptimizer,300,1,984,0.09403610229492188,951,899
./data/openshop_tai15_15.txt,9,15,15,cpoptimizer,300,1,942,0.17517590522766113,935,902
./data/openshop_tai4_4.txt,0,4,4,cpoptimizer,300,1,196,0.03135943412780762,193,186
./data/openshop_tai4_4.txt,1,4,4,cpoptimizer,300,1,270,0.030597686767578125,236,229
./data/openshop_tai4_4.txt,2,4,4,cpoptimizer,300,1,265,0.0347900390625,271,262
./data/openshop_tai4_4.txt,3,4,4,cpoptimizer,300,1,248,0.03217172622680664,250,245
./data/openshop_tai4_4.txt,4,4,4,cpoptimizer,300,1,312,0.031206130981445312,295,287
./data/openshop_tai4_4.txt,5,4,4,cpoptimizer,300,1,255,0.030425310134887695,189,185
./data/openshop_tai4_4.txt,6,4,4,cpoptimizer,300,1,210,0.032624244689941406,201,197
./data/openshop_tai4_4.txt,7,4,4,cpoptimizer,300,1,290,0.031213760375976562,217,212
./data/openshop_tai4_4.txt,8,4,4,cpoptimizer,300,1,289,0.035344600677490234,261,258
./data/openshop_tai4_4.txt,9,4,4,cpoptimizer,300,1,228,0.03363800048828125,217,213
./data/openshop_tai10_10.txt,0,10,10,cpoptimizer,300,1,627,1.4011900424957275,652,637
./data/openshop_tai10_10.txt,1,10,10,cpoptimizer,300,1,615,0.05879378318786621,596,588
./data/openshop_tai10_10.txt,2,10,10,cpoptimizer,300,1,683,0.04617190361022949,617,598
./data/openshop_tai10_10.txt,3,10,10,cpoptimizer,300,1,668,0.050839900970458984,581,577
./data/openshop_tai10_10.txt,4,10,10,cpoptimizer,300,1,640,0.16388845443725586,657,640
./data/openshop_tai10_10.txt,5,10,10,cpoptimizer,300,1,660,0.04924154281616211,545,538
./data/openshop_tai10_10.txt,6,10,10,cpoptimizer,300,1,685,0.05045485496520996,623,616
./data/openshop_tai10_10.txt,7,10,10,cpoptimizer,300,1,611,0.09369802474975586,606,595
./data/openshop_tai10_10.txt,8,10,10,cpoptimizer,300,1,597,0.23117470741271973,606,595
./data/openshop_tai10_10.txt,9,10,10,cpoptimizer,300,1,625,0.06413817405700684,604,596
./data/openshop_tai7_7.txt,0,7,7,cpoptimizer,300,1,435,0.04215693473815918,438,435
./data/openshop_tai7_7.txt,1,7,7,cpoptimizer,300,1,526,0.034671783447265625,449,443
./data/openshop_tai7_7.txt,2,7,7,cpoptimizer,300,1,547,0.038823604583740234,479,468
./data/openshop_tai7_7.txt,3,7,7,cpoptimizer,300,1,521,0.0362091064453125,467,463
./data/openshop_tai7_7.txt,4,7,7,cpoptimizer,300,1,434,0.05994462966918945,419,416
./data/openshop_tai7_7.txt,5,7,7,cpoptimizer,300,1,531,0.036077022552490234,460,451
./data/openshop_tai7_7.txt,6,7,7,cpoptimizer,300,1,492,0.04391121864318848,435,422
./data/openshop_tai7_7.txt,7,7,7,cpoptimizer,300,1,559,0.03287506103515625,426,424
./data/openshop_tai7_7.txt,8,7,7,cpoptimizer,300,1,492,0.04272341728210449,460,458
./data/openshop_tai7_7.txt,9,7,7,cpoptimizer,300,1,544,0.03444194793701172,400,398
./data/jobshop_tai20_20.txt,0,20,20,cpoptimizer,300,1,1588,300.04047870635986,1663,1217
./data/jobshop_tai20_20.txt,1,20,20,cpoptimizer,300,1,1613,300.03779911994934,1626,1314
./data/jobshop_tai20_20.txt,2,20,20,cpoptimizer,300,1,1620,300.04458475112915,1574,1248
./data/jobshop_tai20_20.txt,3,20,20,cpoptimizer,300,1,1641,300.038277387619,1660,1284
./data/jobshop_tai20_20.txt,4,20,20,cpoptimizer,300,1,1655,300.0576159954071,1598,1256
./data/jobshop_tai20_20.txt,5,20,20,cpoptimizer,300,1,1642,300.03253722190857,1657,1245
./data/jobshop_tai20_20.txt,6,20,20,cpoptimizer,300,1,1715,300.03213357925415,1704,1403
./data/jobshop_tai20_20.txt,7,20,20,cpoptimizer,300,1,1588,300.06030917167664,1626,1387
./data/jobshop_tai20_20.txt,8,20,20,cpoptimizer,300,1,1646,300.0625705718994,1629,1352
./data/jobshop_tai20_20.txt,9,20,20,cpoptimizer,300,1,1628,300.0421142578125,1614,1277
./data/jobshop_tai30_15.txt,0,30,15,cpoptimizer,300,1,1751,300.0440950393677,1770,1764
./data/jobshop_tai30_15.txt,1,30,15,cpoptimizer,300,1,1942,300.05349683761597,1841,1774
./data/jobshop_tai30_15.txt,2,30,15,cpoptimizer,300,1,1832,300.0472922325134,1832,1733
./data/jobshop_tai30_15.txt,3,30,15,cpoptimizer,300,1,1969,10.906728506088257,1851,1828
./data/jobshop_tai30_15.txt,4,30,15,cpoptimizer,300,1,1804,300.0506184101105,2007,1754
./data/jobshop_tai30_15.txt,5,30,15,cpoptimizer,300,1,1817,300.0424907207489,1844,1777
./data/jobshop_tai30_15.txt,6,30,15,cpoptimizer,300,1,1865,7.392700433731079,1815,1771
./data/jobshop_tai30_15.txt,7,30,15,cpoptimizer,300,1,1708,180.11067986488342,1700,1673
./data/jobshop_tai30_15.txt,8,30,15,cpoptimizer,300,1,1784,300.07044529914856,1811,1764
./data/jobshop_tai30_15.txt,9,30,15,cpoptimizer,300,1,1773,41.7423050403595,1720,1608
./data/jobshop_tai30_20.txt,0,30,20,cpoptimizer,300,1,2076,300.0769202709198,2064,1850
./data/jobshop_tai30_20.txt,1,30,20,cpoptimizer,300,1,2018,300.20720291137695,1983,1761
./data/jobshop_tai30_20.txt,2,30,20,cpoptimizer,300,1,1979,300.1111104488373,1896,1710
./data/jobshop_tai30_20.txt,3,30,20,cpoptimizer,300,1,2002,300.06423354148865,2031,1820
./data/jobshop_tai30_20.txt,4,30,20,cpoptimizer,300,1,1989,300.0687460899353,2032,1785
./data/jobshop_tai30_20.txt,5,30,20,cpoptimizer,300,1,2155,300.0647826194763,2057,1940
./data/jobshop_tai30_20.txt,6,30,20,cpoptimizer,300,1,1995,15.875224828720093,1947,1751
./data/jobshop_tai30_20.txt,7,30,20,cpoptimizer,300,1,1903,300.05115008354187,2001,1770
./data/jobshop_tai30_20.txt,8,30,20,cpoptimizer,300,1,1943,300.0529749393463,2013,1758
./data/jobshop_tai30_20.txt,9,30,20,cpoptimizer,300,1,1961,300.0769567489624,1973,1678
./data/jobshop_tai20_15.txt,0,20,15,cpoptimizer,300,1,1360,300.0367064476013,1376,1254
./data/jobshop_tai20_15.txt,1,20,15,cpoptimizer,300,1,1405,300.029865026474,1377,1267
./data/jobshop_tai20_15.txt,2,20,15,cpoptimizer,300,1,1339,300.0366744995117,1367,1243
./data/jobshop_tai20_15.txt,3,20,15,cpoptimizer,300,1,1309,300.03306126594543,1345,1329
./data/jobshop_tai20_15.txt,4,20,15,cpoptimizer,300,1,1383,300.03470826148987,1366,1163
./data/jobshop_tai20_15.txt,5,20,15,cpoptimizer,300,1,1425,300.029905796051,1371,1211
./data/jobshop_tai20_15.txt,6,20,15,cpoptimizer,300,1,1451,300.041978597641,1480,1306
./data/jobshop_tai20_15.txt,7,20,15,cpoptimizer,300,1,1427,115.5328631401062,1413,1315
./data/jobshop_tai20_15.txt,8,20,15,cpoptimizer,300,1,1339,300.0338702201843,1352,1202
./data/jobshop_tai20_15.txt,9,20,15,cpoptimizer,300,1,1402,300.13071179389954,1362,1213
./data/jobshop_tai50_20.txt,0,50,20,cpoptimizer,300,1,2899,300.24503922462463,2868,2868
./data/jobshop_tai50_20.txt,1,50,20,cpoptimizer,300,1,3013,300.2496268749237,2902,2848
./data/jobshop_tai50_20.txt,2,50,20,cpoptimizer,300,1,2787,41.050841093063354,2755,2755
./data/jobshop_tai50_20.txt,3,50,20,cpoptimizer,300,1,2868,14.72542667388916,2702,2697
./data/jobshop_tai50_20.txt,4,50,20,cpoptimizer,300,1,2985,25.74779963493347,2725,2725
./data/jobshop_tai50_20.txt,5,50,20,cpoptimizer,300,1,2920,300.45315074920654,2845,2845
./data/jobshop_tai50_20.txt,6,50,20,cpoptimizer,300,1,2749,300.3851237297058,2841,2812
./data/jobshop_tai50_20.txt,7,50,20,cpoptimizer,300,1,2851,300.2077214717865,2784,2764
./data/jobshop_tai50_20.txt,8,50,20,cpoptimizer,300,1,2941,98.36554050445557,3071,3071
./data/jobshop_tai50_20.txt,9,50,20,cpoptimizer,300,1,2926,300.223801612854,2995,2995
